rank,city,department,region,population,overall_score,quality_of_life,safety,cost_of_living,transport,nature,culture,schools,remote_work,page
449,"Châtillon","Hauts-de-Seine","Île-de-France",37000,4.10,4.9,5.2,2.6,8.4,3.0,4.8,5.5,5.1,"https://bestcitiesinfrance.com/cities/chatillon-92"
450,"Soisy-sous-Montmorency","Val-d'Oise","Île-de-France",18000,4.10,4.3,4.7,5.0,4.9,4.3,3.3,5.5,3.8,"https://bestcitiesinfrance.com/cities/soisy-sous-montmorency"
451,"Saint-Omer","Pas-de-Calais","Hauts-de-France",14000,4.10,4.3,5.0,5.9,4.2,5.7,5.1,4.5,2.6,"https://bestcitiesinfrance.com/cities/saint-omer"
452,"Bellac","Haute-Vienne","Nouvelle-Aquitaine",4200,4.00,4.3,7.0,7.8,2.2,5.6,2.8,2.2,2.6,"https://bestcitiesinfrance.com/cities/bellac"
453,"Sartrouville","Yvelines","Île-de-France",52600,4.00,4.0,4.2,3.4,7.7,3.6,3.9,4.9,5.8,"https://bestcitiesinfrance.com/cities/sartrouville"
454,"Wittenheim","Haut-Rhin","Grand Est",14600,4.00,3.6,4.8,6.3,4.9,3.6,3.3,4.1,3.8,"https://bestcitiesinfrance.com/cities/wittenheim"
455,"Malakoff","Hauts-de-Seine","Île-de-France",31000,4.00,4.9,5.2,2.6,8.4,2.3,5.7,5.5,5.1,"https://bestcitiesinfrance.com/cities/malakoff"
456,"Le Kremlin-Bicêtre","Val-de-Marne","Île-de-France",28000,4.00,4.9,4.5,3.7,8.6,2.3,5.1,5.5,5.1,"https://bestcitiesinfrance.com/cities/le-kremlin-bicetre"
457,"Hazebrouck","Nord","Hauts-de-France",22000,4.00,4.0,4.4,5.9,5.6,4.3,3.3,4.5,3.3,"https://bestcitiesinfrance.com/cities/hazebrouck"
458,"Ambérieu-en-Bugey","Ain","Auvergne-Rhône-Alpes",14500,4.00,4.0,5.0,5.9,6.1,5.0,2.5,4.1,4.3,"https://bestcitiesinfrance.com/cities/amberieu-en-bugey"
459,"Sotteville-lès-Rouen","Seine-Maritime","Normandie",28500,4.00,4.0,4.8,5.4,6.4,3.0,4.2,4.5,4.3,"https://bestcitiesinfrance.com/cities/sotteville-les-rouen"
460,"Le Grand-Quevilly","Seine-Maritime","Normandie",25000,4.00,4.0,5.0,5.4,6.1,3.0,3.9,4.5,4.3,"https://bestcitiesinfrance.com/cities/le-grand-quevilly"
461,"Méru","Oise","Hauts-de-France",14000,4.00,3.6,4.8,5.9,5.3,4.3,3.3,4.1,3.3,"https://bestcitiesinfrance.com/cities/meru"
462,"Cayenne","Guyane","Guyane",65493,3.90,4.5,3.7,4.1,3.3,7.8,5.7,4.1,3.3,"https://bestcitiesinfrance.com/cities/cayenne"
463,"Saint-Priest","Métropole de Lyon","Auvergne-Rhône-Alpes",46000,3.90,3.6,4.0,4.8,7.7,3.4,3.9,4.1,5.1,"https://bestcitiesinfrance.com/cities/saint-priest"
464,"Saint-Chamond","Loire","Auvergne-Rhône-Alpes",34000,3.90,3.6,4.2,6.4,5.2,4.3,3.9,3.4,3.8,"https://bestcitiesinfrance.com/cities/saint-chamond"
465,"Cavaillon","Vaucluse","Provence-Alpes-Côte d'Azur",26000,3.90,4.0,3.9,5.9,4.2,5.7,4.2,3.4,3.8,"https://bestcitiesinfrance.com/cities/cavaillon"
466,"Viry-Châtillon","Essonne","Île-de-France",31000,3.90,3.6,3.8,4.8,7.0,3.6,3.9,4.1,5.1,"https://bestcitiesinfrance.com/cities/viry-chatillon"
467,"Le Robert (Martinique)","Martinique","Martinique",21000,3.90,4.3,4.8,5.4,2.7,7.8,3.9,3.4,2.6,"https://bestcitiesinfrance.com/cities/le-robert"
468,"Rillieux-la-Pape","Métropole de Lyon","Auvergne-Rhône-Alpes",30000,3.90,3.6,4.2,5.0,6.2,3.6,3.9,4.5,3.8,"https://bestcitiesinfrance.com/cities/rillieux-la-pape"
469,"Marseille","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur",870731,3.80,4.1,2.7,5.4,6.1,7.0,9.0,2.4,4.3,"https://bestcitiesinfrance.com/cities/marseille"
470,"Ermont","Val-d'Oise","Île-de-France",28725,3.80,4.0,4.0,5.0,7.1,3.6,2.8,4.9,5.8,"https://bestcitiesinfrance.com/cities/ermont"
471,"Firminy","Loire","Auvergne-Rhône-Alpes",17000,3.80,3.0,4.5,7.2,4.2,4.3,5.1,2.8,3.3,"https://bestcitiesinfrance.com/cities/firminy"
472,"Saint-Joseph (Réunion)","La Réunion","La Réunion",37000,3.80,4.0,4.7,5.4,3.3,7.1,4.4,3.4,2.6,"https://bestcitiesinfrance.com/cities/saint-joseph-reunion"
473,"Le François (Martinique)","Martinique","Martinique",17500,3.80,4.0,4.8,5.4,2.7,7.8,3.3,3.4,2.6,"https://bestcitiesinfrance.com/cities/le-francois"
474,"Domont","Val-d'Oise","Île-de-France",16000,3.80,4.9,4.7,5.0,4.9,4.3,2.5,5.5,3.8,"https://bestcitiesinfrance.com/cities/domont"
475,"Maurepas","Yvelines","Île-de-France",19000,3.80,4.9,5.5,3.8,4.2,5.0,2.5,5.5,3.8,"https://bestcitiesinfrance.com/cities/maurepas"
476,"Cormeilles-en-Parisis","Val-d'Oise","Île-de-France",26285,3.70,4.0,4.0,5.0,6.7,4.3,2.5,4.9,5.8,"https://bestcitiesinfrance.com/cities/cormeilles-en-parisis"
477,"Franconville","Val-d'Oise","Île-de-France",35920,3.70,4.0,3.6,4.8,7.0,4.3,3.0,4.5,5.1,"https://bestcitiesinfrance.com/cities/franconville"
478,"Mantes-la-Jolie","Yvelines","Île-de-France",44000,3.70,3.8,3.3,5.0,7.5,3.6,4.8,3.6,5.3,"https://bestcitiesinfrance.com/cities/mantes-la-jolie"
479,"Échirolles","Isère","Auvergne-Rhône-Alpes",36000,3.70,3.0,3.7,5.2,7.7,3.6,4.8,3.4,5.1,"https://bestcitiesinfrance.com/cities/echirolles"
480,"Athis-Mons","Essonne","Île-de-France",33000,3.70,3.6,3.8,4.8,6.2,3.4,3.9,4.1,5.1,"https://bestcitiesinfrance.com/cities/athis-mons"
481,"Saint-Benoît (Réunion)","La Réunion","La Réunion",37000,3.70,3.6,4.5,5.4,3.3,7.8,4.4,3.4,2.2,"https://bestcitiesinfrance.com/cities/saint-benoit-reunion"
482,"Berck","Pas-de-Calais","Hauts-de-France",14000,3.70,4.0,5.0,5.9,2.7,6.4,3.3,3.4,2.6,"https://bestcitiesinfrance.com/cities/berck"
483,"Alfortville","Val-de-Marne","Île-de-France",45000,3.60,4.3,3.7,3.3,7.7,3.0,4.4,4.5,5.8,"https://bestcitiesinfrance.com/cities/alfortville"
484,"Saint-Avold","Moselle","Grand Est",16000,3.60,3.0,4.5,6.7,4.2,3.6,3.3,3.4,3.3,"https://bestcitiesinfrance.com/cities/saint-avold"
485,"Saint-André (Réunion)","La Réunion","La Réunion",58000,3.60,3.0,4.2,4.6,4.0,7.1,5.7,3.4,2.6,"https://bestcitiesinfrance.com/cities/saint-andre-reunion"
486,"Gentilly","Val-de-Marne","Île-de-France",17500,3.60,4.0,4.5,4.1,7.8,2.3,4.2,4.5,3.8,"https://bestcitiesinfrance.com/cities/gentilly"
487,"Champigny-sur-Marne","Val-de-Marne","Île-de-France",75800,3.50,3.6,3.7,3.7,6.2,4.3,3.3,4.5,5.1,"https://bestcitiesinfrance.com/cities/champigny-sur-marne"
488,"Bron","Métropole de Lyon","Auvergne-Rhône-Alpes",41000,3.50,3.0,3.7,5.0,7.7,3.0,3.9,3.4,5.1,"https://bestcitiesinfrance.com/cities/bron"
489,"Saint-Louis (Réunion)","La Réunion","La Réunion",52000,3.50,3.0,4.2,5.0,4.0,6.4,4.8,3.4,2.6,"https://bestcitiesinfrance.com/cities/saint-louis-reunion-974"
490,"Saint-Laurent-du-Maroni","Guyane","Guyane",50301,3.40,3.8,3.7,4.6,2.5,8.1,4.8,3.4,2.6,"https://bestcitiesinfrance.com/cities/saint-laurent-du-maroni"
491,"Clichy","Hauts-de-Seine","Île-de-France",62000,3.40,4.3,4.2,2.2,8.4,2.3,4.8,4.1,6.3,"https://bestcitiesinfrance.com/cities/clichy"
492,"Béthune","Pas-de-Calais","Hauts-de-France",25000,3.40,3.0,4.0,6.3,5.6,3.0,3.3,3.4,3.8,"https://bestcitiesinfrance.com/cities/bethune"
493,"Neuilly-sur-Marne","Seine-Saint-Denis","Île-de-France",36000,3.40,4.9,2.5,4.6,7.0,5.0,3.9,4.5,5.8,"https://bestcitiesinfrance.com/cities/neuilly-sur-marne"
494,"Armentières","Nord","Hauts-de-France",25000,3.40,3.6,3.9,5.9,4.9,3.0,3.3,4.1,3.3,"https://bestcitiesinfrance.com/cities/armentieres"
495,"Saint-Ouen-sur-Seine","Seine-Saint-Denis","Île-de-France",51400,3.30,4.9,2.2,3.7,9.0,2.3,6.6,4.1,7.5,"https://bestcitiesinfrance.com/cities/saint-ouen-sur-seine"
496,"Sannois","Val-d'Oise","Île-de-France",26880,3.20,3.6,3.7,5.4,6.1,3.6,2.2,4.1,5.1,"https://bestcitiesinfrance.com/cities/sannois"
497,"Istres","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur",43000,3.20,3.6,2.8,5.2,6.2,4.3,3.9,4.1,4.6,"https://bestcitiesinfrance.com/cities/istres"
498,"La Seyne-sur-Mer","Var","Provence-Alpes-Côte d'Azur",65000,3.20,3.6,3.7,3.9,6.2,5.7,3.9,2.4,3.8,"https://bestcitiesinfrance.com/cities/la-seyne-sur-mer"
499,"Choisy-le-Roi","Val-de-Marne","Île-de-France",46000,3.20,3.0,3.4,3.7,7.7,3.4,3.9,3.4,5.1,"https://bestcitiesinfrance.com/cities/choisy-le-roi"
500,"Bagneux","Hauts-de-Seine","Île-de-France",41000,3.20,4.0,4.2,3.0,7.7,2.3,3.9,4.5,3.8,"https://bestcitiesinfrance.com/cities/bagneux"
501,"Bezons","Val-d'Oise","Île-de-France",30100,3.10,3.0,2.9,5.0,7.7,3.0,3.0,3.4,5.8,"https://bestcitiesinfrance.com/cities/bezons"
502,"Fresnes","Val-de-Marne","Île-de-France",27500,3.10,3.6,4.0,4.1,4.9,3.0,3.3,4.1,3.3,"https://bestcitiesinfrance.com/cities/fresnes"
503,"Mamoudzou","Mayotte","Mayotte",71437,3.00,3.4,3.2,4.6,2.5,7.8,4.8,3.4,2.6,"https://bestcitiesinfrance.com/cities/mamoudzou"
504,"Villeneuve-la-Garenne","Hauts-de-Seine","Île-de-France",25000,3.00,3.0,4.0,3.7,6.4,3.6,2.5,3.4,4.3,"https://bestcitiesinfrance.com/cities/villeneuve-la-garenne"
505,"Givors","Métropole de Lyon","Auvergne-Rhône-Alpes",19500,3.00,2.4,4.0,6.3,5.6,3.6,2.5,3.4,2.6,"https://bestcitiesinfrance.com/cities/givors"
506,"Saint-Denis","Seine-Saint-Denis","Île-de-France",111000,2.80,3.2,2.2,5.0,9.0,2.3,5.5,2.4,4.8,"https://bestcitiesinfrance.com/cities/saint-denis"
507,"Sarcelles","Val-d'Oise","Île-de-France",58217,2.80,2.2,2.2,5.9,6.2,2.3,3.0,2.2,2.6,"https://bestcitiesinfrance.com/cities/sarcelles"
508,"Garges-lès-Gonesse","Val-d'Oise","Île-de-France",41000,2.80,2.2,2.2,6.0,6.2,2.2,2.6,2.2,2.6,"https://bestcitiesinfrance.com/cities/garges-les-gonesse"
509,"Gonesse","Val-d'Oise","Île-de-France",26200,2.80,2.2,3.0,5.9,4.9,3.0,2.5,2.4,3.3,"https://bestcitiesinfrance.com/cities/gonesse"
510,"Villiers-le-Bel","Val-d'Oise","Île-de-France",28000,2.80,2.2,2.2,6.7,4.9,2.3,2.2,2.2,2.2,"https://bestcitiesinfrance.com/cities/villiers-le-bel"
511,"Pierrefitte-sur-Seine","Seine-Saint-Denis","Île-de-France",30200,2.80,2.2,2.2,6.0,7.0,2.2,2.6,2.2,2.6,"https://bestcitiesinfrance.com/cities/pierrefitte-sur-seine"
512,"Aulnay-sous-Bois","Seine-Saint-Denis","Île-de-France",86300,2.80,2.2,2.2,5.7,7.0,2.3,3.0,2.2,3.3,"https://bestcitiesinfrance.com/cities/aulnay-sous-bois"
513,"Drancy","Seine-Saint-Denis","Île-de-France",71800,2.80,2.2,2.2,5.4,7.2,2.3,3.0,2.4,3.8,"https://bestcitiesinfrance.com/cities/drancy"
514,"Bondy","Seine-Saint-Denis","Île-de-France",55600,2.80,2.2,2.2,5.7,7.0,2.2,2.6,2.2,2.8,"https://bestcitiesinfrance.com/cities/bondy"
515,"Aubervilliers","Seine-Saint-Denis","Île-de-France",89000,2.80,2.2,2.2,4.6,7.7,2.2,4.8,2.4,5.1,"https://bestcitiesinfrance.com/cities/aubervilliers"
516,"Stains","Seine-Saint-Denis","Île-de-France",39000,2.80,2.2,2.2,6.0,6.2,2.3,2.6,2.2,2.3,"https://bestcitiesinfrance.com/cities/stains"
517,"Sevran","Seine-Saint-Denis","Île-de-France",52000,2.80,2.2,2.2,6.0,6.2,3.0,2.2,2.2,2.2,"https://bestcitiesinfrance.com/cities/sevran"
518,"La Courneuve","Seine-Saint-Denis","Île-de-France",45100,2.80,2.2,2.2,5.9,7.0,3.0,2.6,2.2,2.6,"https://bestcitiesinfrance.com/cities/la-courneuve"
519,"Bagnolet","Seine-Saint-Denis","Île-de-France",35400,2.80,3.6,2.2,4.1,7.7,2.3,5.7,3.4,6.3,"https://bestcitiesinfrance.com/cities/bagnolet"
520,"Trappes","Yvelines","Île-de-France",32000,2.80,2.2,2.9,4.2,6.2,3.0,2.6,2.2,3.3,"https://bestcitiesinfrance.com/cities/trappes"
521,"Roubaix","Nord","Hauts-de-France",99000,2.80,2.2,2.2,6.3,7.7,2.2,5.7,2.2,3.8,"https://bestcitiesinfrance.com/cities/roubaix"
522,"Tourcoing","Nord","Hauts-de-France",98000,2.80,2.2,2.6,6.3,7.7,2.2,4.8,2.8,4.3,"https://bestcitiesinfrance.com/cities/tourcoing"
523,"Wattrelos","Nord","Hauts-de-France",41000,2.80,2.2,3.1,6.3,6.2,2.3,3.0,2.4,3.3,"https://bestcitiesinfrance.com/cities/wattrelos"
524,"Vitrolles","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur",34000,2.80,3.0,2.3,5.2,7.0,3.0,3.0,3.4,4.3,"https://bestcitiesinfrance.com/cities/vitrolles"
525,"Marignane","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur",33000,2.80,3.4,2.3,5.2,7.2,3.4,3.0,3.4,4.6,"https://bestcitiesinfrance.com/cities/marignane"
526,"Vaulx-en-Velin","Métropole de Lyon","Auvergne-Rhône-Alpes",53000,2.80,2.2,2.9,5.7,7.7,3.0,3.9,2.4,3.8,"https://bestcitiesinfrance.com/cities/vaulx-en-velin"
527,"Liévin","Pas-de-Calais","Hauts-de-France",30000,2.80,2.2,3.2,6.3,5.5,2.3,3.9,2.2,2.6,"https://bestcitiesinfrance.com/cities/lievin"
528,"Bruay-la-Buissière","Pas-de-Calais","Hauts-de-France",22500,2.80,2.2,4.0,6.7,4.6,3.0,2.5,2.4,2.6,"https://bestcitiesinfrance.com/cities/bruay-la-buissiere"
529,"Gennevilliers","Hauts-de-Seine","Île-de-France",46000,2.80,2.2,3.5,3.3,8.1,2.2,4.4,2.8,5.1,"https://bestcitiesinfrance.com/cities/gennevilliers"
530,"Rosny-sous-Bois","Seine-Saint-Denis","Île-de-France",46000,2.80,3.6,2.2,4.6,7.7,3.4,3.9,4.1,5.8,"https://bestcitiesinfrance.com/cities/rosny-sous-bois"
531,"Le Blanc-Mesnil","Seine-Saint-Denis","Île-de-France",57000,2.80,2.2,2.2,5.4,6.7,3.0,3.0,2.4,3.8,"https://bestcitiesinfrance.com/cities/le-blanc-mesnil"
532,"Tremblay-en-France","Seine-Saint-Denis","Île-de-France",36000,2.80,3.6,2.2,5.2,7.0,3.6,3.0,3.4,5.1,"https://bestcitiesinfrance.com/cities/tremblay-en-france"
533,"Noisy-le-Sec","Seine-Saint-Denis","Île-de-France",45000,2.80,3.0,2.2,5.0,7.7,3.0,3.9,3.4,5.1,"https://bestcitiesinfrance.com/cities/noisy-le-sec"
534,"Creil","Oise","Hauts-de-France",35000,2.80,2.2,3.2,5.9,6.2,3.0,3.0,2.4,3.3,"https://bestcitiesinfrance.com/cities/creil"
535,"Corbeil-Essonnes","Essonne","Île-de-France",52000,2.80,2.4,3.1,5.4,6.2,3.6,3.9,2.8,3.8,"https://bestcitiesinfrance.com/cities/corbeil-essonnes"
536,"Goussainville","Val-d'Oise","Île-de-France",32000,2.80,2.2,2.4,5.4,5.5,2.3,2.2,2.4,2.2,"https://bestcitiesinfrance.com/cities/goussainville"
537,"Maubeuge","Nord","Hauts-de-France",30000,2.80,2.2,2.6,5.9,4.7,3.0,3.0,2.2,2.2,"https://bestcitiesinfrance.com/cities/maubeuge"
538,"Denain","Nord","Hauts-de-France",19000,2.80,2.2,2.4,6.7,4.2,2.3,2.2,2.2,2.2,"https://bestcitiesinfrance.com/cities/denain"
539,"Hénin-Beaumont","Pas-de-Calais","Hauts-de-France",26000,2.80,2.2,4.0,6.3,4.9,3.0,2.5,2.4,2.2,"https://bestcitiesinfrance.com/cities/henin-beaumont"
540,"Hayange","Moselle","Grand Est",16000,2.80,2.2,4.0,6.3,4.2,3.0,2.2,2.4,2.2,"https://bestcitiesinfrance.com/cities/hayange"
